"image","type","name","rankingPosition","priceLevel","category","rating","phone","address","email","webUrl","website","rankingDenominator","rankingString","numberOfReviews"
"https://media-cdn.tripadvisor.com/media/photo-o/01/de/91/06/l-antipasto.jpg","RESTAURANT","Restaurant Moeders","227","$$ - $$$","restaurant","4.5","+31 20 626 7957","Rozengracht 251, 1016 SX Amsterdam The Netherlands","info@moeders.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d804416-Reviews-Restaurant_Moeders-Amsterdam_North_Holland_Province.html","http://www.moeders.com/","3991","#227 of 6,342 places to eat in Amsterdam","2851"
"https://media-cdn.tripadvisor.com/media/photo-o/15/55/2a/6f/octopus.jpg","RESTAURANT","Oresti's taverna","261","$$ - $$$","restaurant","4.5","+31204222742","Overtoom 5-H, 1054 HA Amsterdam The Netherlands","reserveren@orestistaverna.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2297611-Reviews-Oresti_s_taverna-Amsterdam_North_Holland_Province.html","http://www.orestistaverna.nl/","3991","#261 of 6,342 places to eat in Amsterdam","555"
"https://media-cdn.tripadvisor.com/media/photo-o/10/f9/c9/00/perfect-choice-of-veg.jpg","RESTAURANT","Sherpa Restaurant","6","$$ - $$$","restaurant","4.5","+31 20 223 0562","Korte Leidsedwarsstraat 58-62, 1017 RD Amsterdam The Netherlands","info@sherparestaurant.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d6022573-Reviews-Sherpa_Restaurant-Amsterdam_North_Holland_Province.html","http://www.sherparestaurant.nl","3991","#6 of 6,342 places to eat in Amsterdam","1533"
"https://media-cdn.tripadvisor.com/media/photo-o/08/21/39/8f/what-a-joy-don-t-miss.jpg","RESTAURANT","El Vino","263","$$ - $$$","restaurant","4.5","+31 20 330 0093","Lange Leidsedwarsstraat 51, 1017 NG Amsterdam The Netherlands","elvino_amsterdam@hotmail.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d3865205-Reviews-El_Vino-Amsterdam_North_Holland_Province.html","http://www.elvino-amsterdam.com","3991","#263 of 6,342 places to eat in Amsterdam","816"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/23/7c/8f/people-love-hot-hot-hotpot.jpg","RESTAURANT","Hot & Hot","660","$$ - $$$","restaurant","4.5","+31 20 779 8639","Hobbemakade 63 Museumplein, 1071 XL Amsterdam The Netherlands","info@hotandhot.eu","https://www.tripadvisor.com/Restaurant_Review-g188590-d19409654-Reviews-Hot_Hot-Amsterdam_North_Holland_Province.html","https://hotandhot.eu/","3991","#660 of 6,342 places to eat in Amsterdam","45"
"https://media-cdn.tripadvisor.com/media/photo-o/26/55/f2/61/mr-sam-asian-bistro-entrance.jpg","RESTAURANT","Mr. Sam Asian Bistro","214","$$ - $$$","restaurant","4.5","+31 20 664 2795","Stadionplein 100, 1076 CK Amsterdam The Netherlands","info@mrsamasianbistro.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d10332275-Reviews-Mr_Sam_Asian_Bistro-Amsterdam_North_Holland_Province.html","http://www.mrsamasianbistro.nl","3991","#214 of 6,342 places to eat in Amsterdam","287"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/39/df/46/caption.jpg","RESTAURANT","Secret Garden Amsterdam","950","$$$$","restaurant","4","+31 20 247 4060","Reguliersdwarsstraat 38-40, 1017 BM Amsterdam The Netherlands",,"https://www.tripadvisor.com/Restaurant_Review-g188590-d24992539-Reviews-Secret_Garden_Amsterdam-Amsterdam_North_Holland_Province.html","http://www.secretgardenamsterdam.com","3991","#950 of 6,342 places to eat in Amsterdam","137"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/7d/af/79/andijvie-met-een-balletje.jpg","RESTAURANT","Kop van Jut","162","$$ - $$$","restaurant","4.5","+31 6 57334391","Leidsekruisstraat 24, 1017 RJ Amsterdam The Netherlands","info@eetcafekopvanjut.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d1515986-Reviews-Kop_van_Jut-Amsterdam_North_Holland_Province.html","https://www.eetcafekopvanjut.nl/","5255","#162 of 5,255 Restaurants in Amsterdam","482"
"https://media-cdn.tripadvisor.com/media/photo-o/0b/08/6f/1e/frens-haringhandel.jpg","RESTAURANT","Frens Haringhandel","105","$","restaurant","4.5","+31 6 57089680","Koningsplein, 1017 AW Amsterdam The Netherlands","info@frens-haring.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d3626201-Reviews-Frens_Haringhandel-Amsterdam_North_Holland_Province.html","http://www.frens-haring.nl","5255","#105 of 5,255 Restaurants in Amsterdam","648"
"https://media-cdn.tripadvisor.com/media/photo-o/11/31/3c/93/veranda.jpg","RESTAURANT","de Tulp","1703","$$ - $$$","restaurant","4","+31 20 670 4661","Marie Heinekenplein 33, 1072 MH Amsterdam The Netherlands","info@detulp.amsterdam","https://www.tripadvisor.com/Restaurant_Review-g188590-d12579083-Reviews-De_Tulp-Amsterdam_North_Holland_Province.html","http://detulp.amsterdam","3991","#1,703 of 6,342 places to eat in Amsterdam","112"
"https://media-cdn.tripadvisor.com/media/photo-o/0d/15/d8/06/photo0jpg.jpg","RESTAURANT","Cafe De Klepel","389","$$ - $$$","restaurant","4.5","+31 20 623 8244","Prinsenstraat 22, 1015 DD Amsterdam The Netherlands","info@cafedeklepel.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d4794262-Reviews-Cafe_De_Klepel-Amsterdam_North_Holland_Province.html","http://www.cafedeklepel.nl","5255","#389 of 5,255 Restaurants in Amsterdam","231"
"https://media-cdn.tripadvisor.com/media/photo-o/0b/64/0e/6c/trattoria-fantasia.jpg","RESTAURANT","Trattoria Fantasia","508","$$ - $$$","restaurant","4","+31 20 638 5665","Marnixstraat 417, 1017 PK Amsterdam The Netherlands","info@trattoriafantasia.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2324334-Reviews-Trattoria_Fantasia-Amsterdam_North_Holland_Province.html","http://www.trattoriafantasia.nl","3991","#508 of 6,342 places to eat in Amsterdam","423"
"https://media-cdn.tripadvisor.com/media/photo-w/18/37/e0/68/ter-marsch-co-a-popular.jpg","RESTAURANT","Ter Marsch & Co - Amsterdam","542","$$ - $$$","restaurant","4","+31 6 27351564","Vijzelstraat 4, 1017 HK Amsterdam The Netherlands","info.amsterdam@termarschco.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d10052093-Reviews-Ter_Marsch_Co_Amsterdam-Amsterdam_North_Holland_Province.html","https://www.termarschco.nl/nl/amsterdam/home","3991","#542 of 6,342 places to eat in Amsterdam","457"
"https://media-cdn.tripadvisor.com/media/photo-o/0d/eb/e6/51/come-on-in.jpg","RESTAURANT","Molly Malone's Irish Pub","274","$$ - $$$","restaurant","4.5","+31 20 624 1150","Oudezijds Kolk 9, 1012 AL Amsterdam The Netherlands","steven@mollyinamsterdam.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d1986862-Reviews-Molly_Malone_s_Irish_Pub-Amsterdam_North_Holland_Province.html","http://www.mollyinamsterdam.com","3991","#274 of 6,342 places to eat in Amsterdam","933"
"https://media-cdn.tripadvisor.com/media/photo-w/1d/54/14/4b/bistrot-des-alpes.jpg","RESTAURANT","Bistrot des Alpes","36","$$ - $$$","restaurant","5","+31 20 620 7393","Utrechtsedwarsstraat 141, 1017 WE Amsterdam The Netherlands","contact@bistrot-des-alpes.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d7735788-Reviews-Bistrot_des_Alpes-Amsterdam_North_Holland_Province.html","https://www.facebook.com/p/Bistrot-des-Alpes-100063769382322/","3991","#36 of 6,342 places to eat in Amsterdam","328"
"https://media-cdn.tripadvisor.com/media/photo-o/10/f5/76/d0/mix-kinnaree.jpg","RESTAURANT","Kinnaree Thai Cuisine","162","$$ - $$$","restaurant","4.5","+31 20 627 7153","Eerste Anjeliersdwarsstraat 14, 1015 NR Amsterdam The Netherlands",,"https://www.tripadvisor.com/Restaurant_Review-g188590-d783382-Reviews-Kinnaree_Thai_Cuisine-Amsterdam_North_Holland_Province.html","http://www.restaurantkinnaree.nl","3991","#162 of 6,342 places to eat in Amsterdam","638"
"https://media-cdn.tripadvisor.com/media/photo-o/11/f9/0d/9d/20180205-211743-largejpg.jpg","RESTAURANT","Amigo Grill Restaurant","181","$$ - $$$","restaurant","4.5","+31 20 845 1081","Prinsengracht 188, 1016 HC Amsterdam The Netherlands","Prinsengracht@amigogrill.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d10376830-Reviews-Amigo_Grill_Restaurant-Amsterdam_North_Holland_Province.html","http://www.amigogrill.nl","5255","#181 of 5,255 Restaurants in Amsterdam","640"
"https://media-cdn.tripadvisor.com/media/photo-o/0e/4f/ac/c6/entrecote-one-of-the.jpg","RESTAURANT","Nader Grill Steakhouse","70","$$ - $$$","restaurant","4.5","+31 20 320 6684","Kerkstraat 66, 3011 WZ Amsterdam The Netherlands","nadervof@hotmail.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d10461623-Reviews-Nader_Grill_Steakhouse-Amsterdam_North_Holland_Province.html","https://www.facebook.com/grillhousenader/","5255","#70 of 5,255 Restaurants in Amsterdam","866"
"https://media-cdn.tripadvisor.com/media/photo-o/0e/cc/29/18/please-come-in.jpg","RESTAURANT","Black And Blue Restaurant","428","$$ - $$$","restaurant","4.5","+31206250807","Leliegracht 46, 1015 DH Amsterdam The Netherlands","info@restaurantblackandblue.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d6978678-Reviews-Black_And_Blue_Restaurant-Amsterdam_North_Holland_Province.html","https://www.restaurantblackandblue.nl/","3991","#428 of 6,342 places to eat in Amsterdam","1946"
"https://media-cdn.tripadvisor.com/media/photo-o/08/e8/4f/6b/utrechtsedwarstafel.jpg","RESTAURANT","Utrechtsedwarstafel","27","$$$$","restaurant","5","+31 20 625 4189","Utrechtsedwarsstraat 107-109, 1017 WD Amsterdam The Netherlands","reservations@utrechtsedwarstafel.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d1111389-Reviews-Utrechtsedwarstafel-Amsterdam_North_Holland_Province.html","https://www.utrechtsedwarstafel.com/english","5255","#27 of 5,255 Restaurants in Amsterdam","630"
"https://media-cdn.tripadvisor.com/media/photo-o/0e/65/58/82/hot-sour-soup-prawn-in.jpg","RESTAURANT","Sichuan Food","456","$$ - $$$","restaurant","4.5","+31 20 626 9327","Reguliersdwarsstraat 35 Koningsplein, flowermarket, muntplein, rembrandsplein, 1017 BK Amsterdam The Netherlands","www.sichuanfoodamsterdam@gmail.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d697016-Reviews-Sichuan_Food-Amsterdam_North_Holland_Province.html","http://www.sichuanfood.nl","3991","#456 of 6,342 places to eat in Amsterdam","281"
"https://media-cdn.tripadvisor.com/media/photo-o/08/1e/d4/77/restaurant-choux.jpg","RESTAURANT","Restaurant Choux","170","$$ - $$$","restaurant","4.5","+31 20 210 3090","De Ruijterkade 128, 1011 AC Amsterdam The Netherlands","info@choux.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d8308612-Reviews-Restaurant_Choux-Amsterdam_North_Holland_Province.html","http://www.choux.nl/","3991","#170 of 6,342 places to eat in Amsterdam","409"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/f4/39/9e/selection-of-vegetarian.jpg","RESTAURANT","Meatless District","296","$$ - $$$","restaurant","4.5","+31 20 722 0804","Bilderdijkstraat 65-67, 1053 KM Amsterdam The Netherlands","info@meatlessdistrict.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d10380924-Reviews-Meatless_District-Amsterdam_North_Holland_Province.html","http://www.meatlessdistrict.com","5255","#296 of 5,255 Restaurants in Amsterdam","298"
"https://media-cdn.tripadvisor.com/media/photo-o/11/aa/a1/87/parallel-bar.jpg","RESTAURANT","Parallel Amsterdam","317","$$ - $$$","restaurant","4.5","+31 20 891 5803","Overtoom 495-497, 1054 LG Amsterdam The Netherlands","hello@parallel.amsterdam","https://www.tripadvisor.com/Restaurant_Review-g188590-d12843306-Reviews-Parallel_Amsterdam-Amsterdam_North_Holland_Province.html","http://www.parallel.amsterdam","3991","#317 of 6,342 places to eat in Amsterdam","215"
"https://media-cdn.tripadvisor.com/media/photo-o/1a/b8/df/b2/1.jpg","RESTAURANT","Mangia Pizza & Wine da Antonio","352","$$ - $$$","restaurant","4.5","+31 20 845 8632","Vijzelgracht 33, 1017 HN Amsterdam The Netherlands","info@pizzamangia.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d19732007-Reviews-Mangia_Pizza_Wine_da_Antonio-Amsterdam_North_Holland_Province.html","http://pizzamangia.nl","5255","#352 of 5,255 Restaurants in Amsterdam","127"
"https://media-cdn.tripadvisor.com/media/photo-o/10/61/5a/71/rhythms-bar-kitchen.jpg","RESTAURANT","Rhythms Bar & Kitchen","1734","$$ - $$$","restaurant","3.5","+31 20 210 5800","De Passage 90, 1101 AX Amsterdam The Netherlands","hi.amsterdam@jaz-hotel.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d10492645-Reviews-Rhythms_Bar_Kitchen-Amsterdam_North_Holland_Province.html","http://www.jaz-hotel.com/hotels/jaz-amsterdam/eat-drink/rhythms-bar-kitchen","5255","#1,734 of 5,255 Restaurants in Amsterdam","117"
"https://media-cdn.tripadvisor.com/media/photo-o/0b/93/7c/5c/photo5jpg.jpg","RESTAURANT","Cafe-Restaurant de Plantage","482","$$ - $$$","restaurant","4","+31 20 760 6800","Plantage Kerklaan 36, 1018 CZ Amsterdam The Netherlands","info@caferestaurantdeplantage.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d7133288-Reviews-Cafe_Restaurant_de_Plantage-Amsterdam_North_Holland_Province.html","https://www.facebook.com/caferestaurantdeplantage/","5255","#482 of 5,255 Restaurants in Amsterdam","1218"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/26/45/5e/plater-for-2.jpg","RESTAURANT","Il Vicolo","249","$$ - $$$","restaurant","4.5","+31 6 27341115","Taksteeg 3, 1012 PB Amsterdam The Netherlands",,"https://www.tripadvisor.com/Restaurant_Review-g188590-d26221468-Reviews-Il_Vicolo-Amsterdam_North_Holland_Province.html",,"5255","#249 of 5,255 Restaurants in Amsterdam","90"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/cc/91/c4/max-rijsttafel-dessert.jpg","RESTAURANT","MAX Amsterdam","100","$$$$","restaurant","4.5","+31 20 420 0222","Herenstraat 14 Jordaan area, 1015 CA Amsterdam The Netherlands","info@maxrestaurant.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2292732-Reviews-MAX_Amsterdam-Amsterdam_North_Holland_Province.html","http://www.restaurantmax.nl/","5255","#100 of 5,255 Restaurants in Amsterdam","2500"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/7c/11/2b/taiko-cuisine.jpg","RESTAURANT","Taiko Restaurant","293","$$$$","restaurant","4.5","+31 20 570 0000","Van Baerlestraat 27 Conservatorium Hotel, 1071 AN Amsterdam The Netherlands","taiko@conservatoriumhotel.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d7074921-Reviews-Taiko_Restaurant-Amsterdam_North_Holland_Province.html","http://www.taikorestaurant.nl/en/home-2/","3991","#293 of 6,342 places to eat in Amsterdam","469"
"https://media-cdn.tripadvisor.com/media/photo-o/04/7f/ab/26/gebr-hartering.jpg","RESTAURANT","Gebr. Hartering","397","$$$$","restaurant","4.5","+31 20 421 0699","Peperstraat 10hs, 1011 TL Amsterdam The Netherlands","info@gebr-hartering.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2199040-Reviews-Gebr_Hartering-Amsterdam_North_Holland_Province.html","http://www.gebr-hartering.nl","3991","#397 of 6,342 places to eat in Amsterdam","332"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/22/ab/c7/bd/food-and-drinks-with.jpg","RESTAURANT","Blue Amsterdam","262","$$ - $$$","restaurant","4.5","+31 20 427 3901","Singel 457 Kalverpassage 3rd floor, 1012 WP Amsterdam The Netherlands","welcome@blue-amsterdam.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2035406-Reviews-Blue_Amsterdam-Amsterdam_North_Holland_Province.html","http://www.blue-amsterdam.nl/","5255","#262 of 5,255 Restaurants in Amsterdam","868"
"https://media-cdn.tripadvisor.com/media/photo-o/0f/61/5d/97/o-reillys-bar.jpg","RESTAURANT","O'Reilly's Irish Pub","272","$$ - $$$","restaurant","4","+31 20 624 9498","Paleisstraat 103-105, 1012 ZL Amsterdam The Netherlands","Amsterdam@oreillys.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d967451-Reviews-O_Reilly_s_Irish_Pub-Amsterdam_North_Holland_Province.html","http://oreillys.nl/amsterdam/","5255","#272 of 5,255 Restaurants in Amsterdam","829"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/15/72/3a/caption.jpg","RESTAURANT","Cannibale Royale Ruysdaelkade","233","$$ - $$$","restaurant","4.5","+31 20 233 5860","Ruysdaelkade 149, 1072 AR Amsterdam The Netherlands","bookingCRd@CannibaleRoyale.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d8092429-Reviews-Cannibale_Royale_Ruysdaelkade-Amsterdam_North_Holland_Province.html","https://cannibaleroyale.nl/locations/ruysdaelkade/","3991","#233 of 6,342 places to eat in Amsterdam","379"
"https://media-cdn.tripadvisor.com/media/photo-o/29/65/53/ff/la-nostra-gigi-la-trattoria.jpg","RESTAURANT","La Nostra Gigi","1289","$$$$","restaurant","4","+31 20 730 0965","Marie Heinekenplein 5-8, 1072MH Amsterdam The Netherlands","info@lanostragigi.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d25558764-Reviews-La_Nostra_Gigi-Amsterdam_North_Holland_Province.html","https://lanostragigi.com/","5255","#1,289 of 5,255 Restaurants in Amsterdam","61"
"https://media-cdn.tripadvisor.com/media/photo-o/07/ab/a2/73/rob-wigboldus-vishandel.jpg","RESTAURANT","Rob Wigboldus Vishandel","63","$","restaurant","4.5","+31 20 626 3388","Zoutsteeg 6, 1012 LX Amsterdam The Netherlands",,"https://www.tripadvisor.com/Restaurant_Review-g188590-d1955652-Reviews-Rob_Wigboldus_Vishandel-Amsterdam_North_Holland_Province.html","http://www.facebook.com/profile.php?id=147953155400492","5255","#63 of 5,255 Restaurants in Amsterdam","857"
"https://media-cdn.tripadvisor.com/media/photo-o/19/19/9f/2c/restaurant-1eklas.jpg","RESTAURANT","Grand Cafe-Restaurant 1e klas","908","$$ - $$$","restaurant","3.5","+31 20 625 0131","Stationsplein 15 Centraal Station, 1012 AB Amsterdam The Netherlands","sales@restaurant1eklas.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d2481057-Reviews-Grand_Cafe_Restaurant_1e_klas-Amsterdam_North_Holland_Province.html","http://www.restaurant1eklas.nl/","3991","#908 of 6,342 places to eat in Amsterdam","625"
"https://media-cdn.tripadvisor.com/media/photo-o/18/53/06/60/sharing-is-caring-frietje.jpg","RESTAURANT","Oma Ietje","706","$","restaurant","4.5","+31 20 233 8150","Heesterveld 3, 1102 SB Amsterdam The Netherlands","info@omaietje.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d9559218-Reviews-Oma_Ietje-Amsterdam_North_Holland_Province.html","http://www.omaietje.nl","3991","#706 of 6,342 places to eat in Amsterdam","93"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/26/b6/1b/9f/blue-pepper-amsterdam.jpg","RESTAURANT","Blue Pepper Restaurant And Candlelight Cruises","92","$$ - $$$","restaurant","4.5","+31 20 489 7039","Nassaukade 366, 1054 AB Amsterdam The Netherlands","info@restaurantbluepepper.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d697058-Reviews-Blue_Pepper_Restaurant_And_Candlelight_Cruises-Amsterdam_North_Holland_Province.html","http://restaurantbluepepper.com/","5255","#92 of 5,255 Restaurants in Amsterdam","1057"
"https://media-cdn.tripadvisor.com/media/photo-o/05/e4/df/8c/restaurant-mozo.jpg","RESTAURANT","Restaurant MOZO","1040","$$ - $$$","restaurant","4.5","+31 20 239 0612","Van Woustraat 89, 1074 AE Amsterdam The Netherlands","info@restaurantmozo.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d6126995-Reviews-Restaurant_MOZO-Amsterdam_North_Holland_Province.html","http://www.restaurantmozo.nl","3991","#1,040 of 6,342 places to eat in Amsterdam","97"
"https://media-cdn.tripadvisor.com/media/photo-w/19/1d/27/22/restaurant-and-bar.jpg","RESTAURANT","Meat Me Kosher","464","$$ - $$$","restaurant","5","+31 20 354 1744","Kastelenstraat 65, 1083 CC Amsterdam The Netherlands","info@meatmekosher.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d18378232-Reviews-Meat_Me_Kosher-Amsterdam_North_Holland_Province.html","https://www.facebook.com/MeatMeKosher/","5255","#464 of 5,255 Restaurants in Amsterdam","53"
"https://media-cdn.tripadvisor.com/media/photo-w/22/1c/63/d6/steak-lobster.jpg","RESTAURANT","Restaurant Red","424","$$ - $$$","restaurant","4.5","+31 20 320 1824","Keizersgracht 594, 1017 EN Amsterdam The Netherlands","info@restaurantred.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d786244-Reviews-Restaurant_Red-Amsterdam_North_Holland_Province.html","http://restaurantred.nl/","5255","#424 of 5,255 Restaurants in Amsterdam","1403"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/17/7b/8a/a7/photo1jpg.jpg","RESTAURANT","Booven","994","$","restaurant","4.5","+31 20 365 9681","Arena Boulevard 146 In the Villa Arena Mall, 1101 DJ Amsterdam The Netherlands",,"https://www.tripadvisor.com/Restaurant_Review-g188590-d17422304-Reviews-Booven-Amsterdam_North_Holland_Province.html","http://www.booven.nl","5255","#994 of 5,255 Restaurants in Amsterdam","29"
"https://media-cdn.tripadvisor.com/media/photo-m/1280/17/78/d0/f8/margherrata-v-san-marzano.jpg","RESTAURANT","nNea Pizzeria","1030","$$ - $$$","restaurant","4","+31 20 362 0834","Bilderdijkstraat 92, 1053 KX Amsterdam The Netherlands","Hello@nneapizza.com","https://www.tripadvisor.com/Restaurant_Review-g188590-d16871276-Reviews-NNea_Pizzeria-Amsterdam_North_Holland_Province.html","http://www.nneapizza.com","3991","#1,030 of 6,342 places to eat in Amsterdam","128"
"https://media-cdn.tripadvisor.com/media/photo-o/0c/fb/2c/b6/impressie-restaurant.jpg","RESTAURANT","Kitchen & Bar Van Rijn","382","$$ - $$$","restaurant","4","+31 20 450 0555","Rembrandtplein 17, 1017 CT Amsterdam The Netherlands","kantoor@vanrijnamsterdam.nl","https://www.tripadvisor.com/Restaurant_Review-g188590-d3405875-Reviews-Kitchen_Bar_Van_Rijn-Amsterdam_North_Holland_Province.html","http://www.vanrijnamsterdam.nl","5255","#382 of 5,255 Restaurants in Amsterdam","593"
